sequence_id,scenario,scenario_name,run_id,seed,api_elapsed_seconds,api_elapsed_ms,submitted_tx,routed_tx,finality_certificates,receipts,reward_events,total_reward,quarantine_events,reconfiguration_events,evidence_events,active_validators,quarantined_validators,finality_success_rate,receipt_success_rate,model_logical_throughput,mean_finality_latency_logical,mean_receipt_latency_logical,cross_shard_ratio,shard1_load,shard2_load,shard_load_std,reward_gini,reward_hhi,owner_concentration,nakamoto_coefficient,malicious_committee_probability,real_submitted_tx_per_sec,real_finality_certs_per_sec,real_receipts_per_sec,real_rewards_per_sec
401,Q5,Stake-skewed validator set,1,627,0.00907197,9.072,293,293,289,282,846,4230,0,2,875,14,0,98.6348,96.2457,2.82,17.8666,23.3157,15.0171,115.3498,115.1259,0.112,27.6312,25.0301,36.8085,1,0.0,32297.2778,31856.3593,31084.752,93254.2561
402,Q5,Stake-skewed validator set,2,628,0.00981519,9.8152,312,312,307,303,909,4545,0,2,931,14,0,98.3974,97.1154,2.9135,17.7404,23.2098,12.8205,114.3804,114.3313,0.0246,30.44,22.5753,34.8515,1,0.0,31787.4576,31278.0433,30870.5118,92611.5353
403,Q5,Stake-skewed validator set,3,629,0.01055493,10.5549,340,340,336,327,981,4905,0,2,1016,14,0,98.8235,96.1765,2.8853,17.9456,23.4064,16.7647,143.9232,144.4175,0.2471,24.3425,24.0092,30.6422,2,0.0,32212.4353,31833.4655,30980.7834,92942.3502
404,Q5,Stake-skewed validator set,4,630,0.01037309,10.3731,320,320,313,309,927,4635,0,2,953,14,0,97.8125,96.5625,2.8969,17.851,23.3565,12.8125,124.6068,124.7028,0.048,32.5955,28.0886,38.5113,1,0.0,30849.0616,30174.2384,29788.6251,89365.8754
405,Q5,Stake-skewed validator set,5,631,0.01188278,11.8828,356,356,355,345,1035,5175,0,2,1067,14,0,99.7191,96.9101,2.9073,17.7381,23.3139,13.4831,116.5109,116.392,0.0595,27.6812,22.0416,31.3043,2,0.0,29959.3142,29875.1589,29033.6051,87100.8153
406,Q5,Stake-skewed validator set,6,632,0.01089784,10.8978,353,353,350,342,1026,5130,0,2,1056,14,0,99.1501,96.8839,2.9065,17.9093,23.4103,14.4476,137.671,138.1527,0.2409,24.0936,24.0007,30.1754,2,0.0,32391.7341,32116.4502,31382.3599,94147.0798
407,Q5,Stake-skewed validator set,7,633,0.00977246,9.7725,308,308,306,303,909,4545,0,2,922,14,0,99.3506,98.3766,2.9513,18.1009,23.5998,17.5325,119.9885,119.906,0.0413,29.824,22.4028,34.0594,1,0.0,31517.1378,31312.4811,31005.496,93016.4879
408,Q5,Stake-skewed validator set,8,634,0.00964324,9.6432,298,298,291,284,852,4260,0,2,887,14,0,97.651,95.302,2.84,17.898,23.3893,14.7651,108.7073,108.5403,0.0835,25.2394,24.12,32.3239,2,0.0,30902.4768,30176.5797,29450.6826,88352.0477
409,Q5,Stake-skewed validator set,9,635,0.01077928,10.7793,361,361,358,351,1053,5265,0,2,1080,14,0,99.169,97.2299,2.9169,17.7839,23.253,13.2964,136.3687,136.4314,0.0314,40.2279,40.0008,60.0,1,0.0,33490.1837,33211.8719,32562.4777,97687.4332
410,Q5,Stake-skewed validator set,10,636,0.01303759,13.0376,359,359,352,345,1035,5175,0,2,1070,14,0,98.0501,96.1003,2.883,17.7503,23.1941,15.3203,114.9699,114.8776,0.0461,27.1401,22.0091,30.6087,2,0.0,27535.7618,26998.8528,26461.9438,79385.8313
411,Q5,Stake-skewed validator set,11,637,0.00907143,9.0714,283,283,279,274,822,4110,0,2,845,14,0,98.5866,96.8198,2.74,17.8042,23.2559,15.9011,103.6502,103.9956,0.1727,27.3479,22.0188,30.8759,2,0.0,31196.8627,30755.9176,30204.7363,90614.2089
412,Q5,Stake-skewed validator set,12,638,0.00995558,9.9556,310,310,308,302,906,4530,0,2,928,14,0,99.3548,97.4194,2.9226,17.9608,23.3445,17.4194,106.8199,106.7195,0.0502,28.3664,22.1167,32.1854,2,0.0,31138.307,30937.4147,30334.7378,91004.2134
413,Q5,Stake-skewed validator set,13,639,0.00879946,8.7995,296,296,292,284,852,4260,0,2,884,14,0,98.6486,95.9459,2.84,17.7286,23.1909,12.1622,117.7242,117.8714,0.0736,32.0563,28.0008,40.1408,1,0.0,33638.4316,33183.8582,32274.7114,96824.1343
414,Q5,Stake-skewed validator set,14,640,0.00966909,9.6691,267,267,266,259,777,3885,0,2,800,14,0,99.6255,97.0037,2.59,18.0069,23.466,15.7303,116.3378,116.508,0.0851,27.1171,22.0082,30.5792,2,0.0,27613.7643,27510.342,26786.3856,80359.1568
415,Q5,Stake-skewed validator set,15,641,0.00877531,8.7753,302,302,297,292,876,4380,0,2,901,14,0,98.3444,96.6887,2.9007,17.7882,23.3509,15.5629,109.8958,110.2867,0.1954,25.0,30.0322,39.0411,1,0.0,34414.7308,33844.9505,33275.1702,99825.5105
416,Q5,Stake-skewed validator set,16,642,0.01159374,11.5937,376,376,370,366,1098,5490,0,2,1122,14,0,98.4043,97.3404,2.9202,17.945,23.4,17.5532,129.5481,129.6436,0.0477,29.4718,22.318,33.6066,1,0.0,32431.2976,31913.7769,31568.7631,94706.2893
417,Q5,Stake-skewed validator set,17,643,0.00867452,8.6745,288,288,284,278,834,4170,0,2,860,14,0,98.6111,96.5278,2.78,18.0205,23.5164,16.6667,116.6983,117.2093,0.2555,28.5132,22.1378,32.3741,2,0.0,33200.6728,32739.5524,32047.8717,96143.615
418,Q5,Stake-skewed validator set,18,644,0.00916723,9.1672,271,271,268,262,786,3930,0,2,810,14,0,98.893,96.679,2.62,17.901,23.4165,14.7601,113.6018,113.8415,0.1199,29.3384,22.2884,33.4351,1,0.0,29561.8229,29234.5702,28580.0649,85740.1948
419,Q5,Stake-skewed validator set,19,645,0.01031633,10.3163,354,354,346,340,1020,5100,0,2,1054,14,0,97.7401,96.0452,2.8814,18.0042,23.5315,17.5141,134.7262,134.6556,0.0353,32.6118,28.0936,41.5294,1,0.0,34314.5152,33539.0459,32957.444,98872.332
420,Q5,Stake-skewed validator set,20,646,0.01169445,11.6945,372,372,363,361,1083,5415,0,2,1107,14,0,97.5806,97.043,2.9113,17.9026,23.4115,17.4731,136.6355,136.4419,0.0968,27.1191,22.0083,30.5817,2,0.0,31809.953,31040.3573,30869.3361,92608.0083
421,Q5,Stake-skewed validator set,21,647,0.0101486,10.1486,333,333,328,325,975,4875,0,2,994,14,0,98.4985,97.5976,2.9279,18.0013,23.5367,16.2162,131.8574,131.6062,0.1256,32.1723,28.0074,39.5692,1,0.0,32812.4044,32319.7256,32024.1184,96072.3552
422,Q5,Stake-skewed validator set,22,648,0.00885563,8.8556,293,293,287,283,849,4245,0,2,873,14,0,97.9522,96.587,2.83,18.0181,23.4256,18.7713,118.3351,118.0542,0.1404,26.6667,44.0,60.0,1,0.0,33086.3002,32408.7651,31957.075,95871.225
423,Q5,Stake-skewed validator set,23,649,0.01057478,10.5748,340,340,332,324,972,4860,0,2,1012,14,0,97.6471,95.2941,2.8588,18.0074,23.4927,16.7647,122.246,121.6589,0.2935,10.1852,26.0027,30.3704,2,0.0,32151.9661,31395.4492,30638.9324,91916.7971
424,Q5,Stake-skewed validator set,24,650,0.0099916,9.9916,295,295,293,282,846,4230,0,2,883,14,0,99.322,95.5932,2.82,18.2027,23.633,20.339,111.1357,110.9982,0.0687,32.7376,28.136,38.156,1,0.0,29524.789,29324.621,28223.6966,84671.0898
425,Q5,Stake-skewed validator set,25,651,0.00961191,9.6119,298,298,294,291,873,4365,0,2,890,14,0,98.6577,97.651,2.91,17.9911,23.5401,16.443,124.252,123.8398,0.2061,29.4731,22.3183,33.6082,1,0.0,31003.2001,30587.0498,30274.937,90824.811
426,Q5,Stake-skewed validator set,26,652,0.0082469,8.2469,279,279,276,272,816,4080,0,2,834,14,0,98.9247,97.491,2.72,18.1537,23.7202,18.638,111.5241,111.4345,0.0448,32.9412,28.2215,37.6471,1,0.0,33830.9022,33467.1291,32982.0982,98946.2947
427,Q5,Stake-skewed validator set,27,653,0.00846442,8.4644,285,285,277,270,810,4050,0,2,847,14,0,97.193,94.7368,2.7,18.0245,23.6626,17.193,104.9121,104.3776,0.2672,10.5556,26.0247,31.1111,2,0.0,33670.3519,32725.2192,31898.2281,95694.6843
428,Q5,Stake-skewed validator set,28,654,0.00956013,9.5601,320,320,319,315,945,4725,0,2,959,14,0,99.6875,98.4375,2.9531,18.0749,23.5852,16.5625,113.6016,113.1446,0.2285,28.0741,22.08,31.8095,2,0.0,33472.3552,33367.7541,32949.3496,98848.0489
429,Q5,Stake-skewed validator set,29,655,0.00969468,9.6947,337,337,331,322,966,4830,0,2,1005,14,0,98.2196,95.549,2.8665,18.161,23.6289,18.9911,118.2588,118.3676,0.0544,40.2174,42.0038,60.0,1,0.0,34761.3258,34142.4298,33214.0858,99642.2575
430,Q5,Stake-skewed validator set,30,656,0.00889824,8.8982,270,270,266,261,783,3915,0,2,806,14,0,98.5185,96.6667,2.61,17.8049,23.3232,14.4444,97.5629,97.5479,0.0075,27.4713,22.0262,31.0345,2,0.0,30343.0654,29893.5385,29331.6299,87994.8898
431,Q5,Stake-skewed validator set,31,657,0.01026257,10.2626,351,351,345,341,1023,5115,0,2,1047,14,0,98.2906,97.151,2.9145,17.8384,23.3577,14.8148,115.181,114.8703,0.1554,27.5562,22.032,31.1437,2,0.0,34201.9758,33617.3267,33227.5606,99682.6817
432,Q5,Stake-skewed validator set,32,658,0.01400785,14.0078,277,277,276,271,813,4065,0,2,830,14,0,99.639,97.8339,2.71,17.8584,23.3579,14.0794,99.5518,99.8433,0.1457,32.797,28.1588,41.9926,1,0.0,19774.6278,19703.2392,19346.2965,58038.8895
433,Q5,Stake-skewed validator set,33,659,0.00889849,8.8985,293,293,289,281,843,4215,0,2,875,14,0,98.6348,95.9044,2.81,18.1365,23.6754,17.7474,108.6154,108.4086,0.1034,40.8541,40.0114,60.0,1,0.0,32926.9348,32477.4203,31578.3914,94735.1742
434,Q5,Stake-skewed validator set,34,660,0.0108409,10.8409,355,355,350,345,1035,5175,0,2,1060,14,0,98.5915,97.1831,2.9155,17.8573,23.326,14.9296,142.6534,141.9927,0.3303,26.7343,22.0002,30.087,2,0.0,32746.3678,32285.1513,31823.9349,95471.8046
435,Q5,Stake-skewed validator set,35,661,0.00946714,9.4671,345,345,337,327,981,4905,0,2,1027,14,0,97.6812,94.7826,2.8435,18.1629,23.589,19.4203,122.9481,122.7822,0.0829,29.1641,22.252,33.211,2,0.0,36441.8553,35596.8267,34540.5411,103621.6233
436,Q5,Stake-skewed validator set,36,662,0.01087649,10.8765,358,358,350,343,1029,5145,0,2,1066,14,0,97.7654,95.8101,2.8743,17.9314,23.3851,16.2011,136.6378,136.9265,0.1443,24.8863,24.0614,31.6618,2,0.0,32915.0214,32179.4902,31535.9004,94607.7012
437,Q5,Stake-skewed validator set,37,663,0.01091807,10.9181,346,346,340,335,1005,5025,0,2,1032,14,0,98.2659,96.8208,2.9046,17.988,23.4428,17.6301,140.7235,140.2442,0.2397,27.1542,22.0096,30.6269,2,0.0,31690.5856,31141.0379,30683.0814,92049.2442
438,Q5,Stake-skewed validator set,38,664,0.00827231,8.2723,262,262,256,249,747,3735,0,2,780,14,0,97.7099,95.0382,2.49,17.8359,23.3179,16.4122,102.6886,102.327,0.1808,30.5087,22.5965,34.9398,1,0.0,31671.9157,30946.6047,30100.4084,90301.2253
439,Q5,Stake-skewed validator set,39,665,0.01426536,14.2654,350,350,345,340,1020,5100,0,2,1045,14,0,98.5714,97.1429,2.9143,17.7498,23.2309,12.8571,135.7268,135.5609,0.083,29.4118,22.3045,33.5294,1,0.0,24534.966,24184.4665,23833.967,71501.9009
440,Q5,Stake-skewed validator set,40,666,0.01142416,11.4242,264,264,261,257,771,3855,0,2,789,14,0,98.8636,97.3485,2.57,17.7769,23.3196,14.3939,101.2216,101.5907,0.1846,30.0259,22.456,34.3191,1,0.0,23108.9221,22846.3207,22496.1855,67488.5565
441,Q5,Stake-skewed validator set,41,667,0.00984035,9.8403,322,322,316,307,921,4605,0,2,960,14,0,98.1366,95.3416,2.8602,17.7501,23.1312,14.2857,131.8251,131.9676,0.0712,27.5027,22.0282,31.0749,2,0.0,32722.42,32112.6854,31198.0836,93594.2509
442,Q5,Stake-skewed validator set,42,668,0.0092109,9.2109,271,271,264,259,777,3885,0,2,806,14,0,97.417,95.572,2.59,17.9511,23.4605,17.7122,119.6362,120.3473,0.3556,29.8198,22.4018,34.0541,1,0.0,29421.673,28661.7036,28118.8683,84356.605
443,Q5,Stake-skewed validator set,43,669,0.00953786,9.5379,322,322,315,311,933,4665,0,2,959,14,0,97.8261,96.5839,2.8975,17.8744,23.2997,16.7702,129.8018,130.1152,0.1567,24.9775,24.0746,31.8328,2,0.0,33760.1794,33026.2625,32606.8814,97820.6441
444,Q5,Stake-skewed validator set,44,670,0.00953363,9.5336,306,306,299,295,885,4425,0,2,911,14,0,97.7124,96.4052,2.8922,17.9248,23.3858,17.3203,122.1329,122.8767,0.3719,29.5932,22.3461,33.7627,1,0.0,32096.9134,31362.6703,30943.1028,92829.3083
445,Q5,Stake-skewed validator set,45,671,0.00970568,9.7057,347,347,345,340,1020,5100,0,2,1039,14,0,99.4236,97.9827,2.9395,18.0273,23.4721,17.5793,120.7536,120.3045,0.2245,26.9412,22.003,30.3529,2,0.0,35752.2495,35546.1846,35031.0225,105093.0676
446,Q5,Stake-skewed validator set,46,672,0.00952158,9.5216,330,330,323,313,939,4695,0,2,983,14,0,97.8788,94.8485,2.8455,17.9448,23.4634,14.8485,123.8694,123.9317,0.0311,30.7668,22.6793,35.2716,1,0.0,34658.1098,33922.9378,32872.692,98618.0761
447,Q5,Stake-skewed validator set,47,673,0.00887303,8.873,263,263,257,253,759,3795,0,2,783,14,0,97.7186,96.1977,2.53,17.8081,23.3332,15.9696,97.2164,96.8002,0.2081,40.1779,42.0025,60.0,1,0.0,29640.3721,28964.1659,28513.3618,85540.0853
448,Q5,Stake-skewed validator set,48,674,0.00911374,9.1137,316,316,312,307,921,4605,0,2,944,14,0,98.7342,97.1519,2.9146,18.1083,23.643,17.7215,127.4183,127.2705,0.0739,24.4691,24.0172,30.8795,2,0.0,34672.9186,34234.0209,33685.3988,101056.1964
449,Q5,Stake-skewed validator set,49,675,0.00960747,9.6075,348,348,341,333,999,4995,0,2,1037,14,0,97.9885,95.6897,2.8707,18.0794,23.5212,17.5287,139.597,139.5932,0.0019,25.0,30.0668,38.6186,1,0.0,36221.8262,35493.2263,34660.5406,103981.6218
450,Q5,Stake-skewed validator set,50,676,0.00859967,8.5997,274,274,270,266,798,3990,0,2,818,14,0,98.5401,97.0803,2.66,17.8514,23.3098,14.5985,101.1884,101.8487,0.3302,32.1805,28.0081,40.4511,1,0.0,31861.6914,31396.5572,30931.4231,92794.2692
451,Q5,Stake-skewed validator set,51,677,0.00995657,9.9566,308,308,296,290,870,4350,0,2,912,14,0,96.1039,94.1558,2.8247,17.9149,23.3627,16.2338,124.8228,125.0364,0.1068,33.1034,28.3044,42.7586,1,0.0,30934.351,29729.1165,29126.4993,87379.4979
452,Q5,Stake-skewed validator set,52,678,0.00824487,8.2449,267,267,261,254,762,3810,0,2,795,14,0,97.7528,95.1311,2.54,17.8906,23.4004,16.1049,110.9412,110.6492,0.146,24.378,24.0112,30.7087,2,0.0,32383.7693,31656.0441,30807.0314,92421.0943
453,Q5,Stake-skewed validator set,53,679,0.01009674,10.0967,361,361,359,352,1056,5280,0,2,1081,14,0,99.446,97.5069,2.9252,18.1132,23.6364,16.3435,139.1244,139.2432,0.0594,32.2273,28.0129,39.4318,1,0.0,35754.1147,35556.031,34862.7379,104588.2136
454,Q5,Stake-skewed validator set,54,680,0.01115156,11.1516,378,378,375,367,1101,5505,0,2,1131,14,0,99.2063,97.0899,2.9127,17.9515,23.4909,15.873,128.3311,128.9671,0.318,40.0136,42.0,60.0,1,0.0,33896.6028,33627.5821,32910.1937,98730.5812
455,Q5,Stake-skewed validator set,55,681,0.00903038,9.0304,344,344,335,331,993,4965,0,2,1023,14,0,97.3837,96.2209,2.8866,17.6412,23.1264,13.3721,120.705,120.3235,0.1908,32.7009,28.1228,38.2477,1,0.0,38093.6435,37097.0075,36654.0581,109962.1743
456,Q5,Stake-skewed validator set,56,682,0.00834163,8.3416,274,274,273,264,792,3960,0,2,821,14,0,99.635,96.3504,2.64,18.342,23.8404,21.8978,113.9484,114.0473,0.0494,27.7273,22.0455,31.3636,2,0.0,32847.2854,32727.4048,31648.4794,94945.4381
457,Q5,Stake-skewed validator set,57,683,0.00828676,8.2868,269,269,265,259,777,3885,0,2,803,14,0,98.513,96.2825,2.59,18.2985,23.7584,21.1896,108.9436,109.145,0.1007,29.6396,22.3572,33.8224,1,0.0,32461.4008,31978.7034,31254.6573,93763.9718
458,Q5,Stake-skewed validator set,58,684,0.00988252,9.8825,336,336,331,322,966,4830,0,2,1003,14,0,98.5119,95.8333,2.875,17.9386,23.467,16.0714,128.3064,127.9353,0.1855,32.7453,28.1389,41.8634,1,0.0,33999.4115,33493.4679,32582.7693,97748.308
459,Q5,Stake-skewed validator set,59,685,0.01059245,10.5925,311,311,304,295,885,4425,0,2,926,14,0,97.7492,94.8553,2.8457,17.9906,23.5051,16.7203,107.0928,107.0082,0.0423,32.3525,28.0311,39.1186,1,0.0,29360.5268,28699.6789,27850.0174,83550.0521
460,Q5,Stake-skewed validator set,60,686,0.00885965,8.8597,293,293,289,284,852,4260,0,2,875,14,0,98.6348,96.9283,2.84,17.8856,23.3812,16.7235,114.4069,114.4535,0.0233,29.4601,22.3153,33.5915,1,0.0,33071.2801,32619.7951,32055.4388,96166.3163
461,Q5,Stake-skewed validator set,61,687,0.00899353,8.9935,291,291,284,281,843,4215,0,2,866,14,0,97.5945,96.5636,2.81,17.8694,23.3,15.8076,117.4116,117.2118,0.0999,26.2206,24.3853,34.1637,1,0.0,32356.5797,31578.2428,31244.6698,93734.0093
462,Q5,Stake-skewed validator set,62,688,0.01009823,10.0982,330,330,327,321,963,4815,0,2,987,14,0,99.0909,97.2727,2.9182,17.8581,23.4174,15.4545,110.0066,110.0465,0.02,24.2492,24.0049,30.4673,2,0.0,32678.9813,32381.8996,31787.7364,95363.2091
463,Q5,Stake-skewed validator set,63,689,0.00962741,9.6274,336,336,330,318,954,4770,0,2,1002,14,0,98.2143,94.6429,2.8393,17.9688,23.495,18.1548,122.782,122.3663,0.2079,27.9874,22.0705,31.6981,2,0.0,34900.3595,34277.1388,33030.6974,99092.0921
464,Q5,Stake-skewed validator set,64,690,0.00857472,8.5747,275,275,272,267,801,4005,0,2,822,14,0,98.9091,97.0909,2.67,17.7319,23.2795,13.4545,119.5774,119.3456,0.1159,29.7253,22.378,33.9326,1,0.0,32071.0255,31721.1598,31138.0503,93414.1508
465,Q5,Stake-skewed validator set,65,691,0.00844809,8.4481,274,274,272,269,807,4035,0,2,820,14,0,99.2701,98.1752,2.69,17.967,23.4391,16.0584,94.7279,94.1993,0.2643,25.0,30.0327,39.0335,1,0.0,32433.3589,32196.6191,31841.5093,95524.5279
466,Q5,Stake-skewed validator set,66,692,0.00971425,9.7143,347,347,344,334,1002,5010,0,2,1038,14,0,99.1354,96.2536,2.8876,17.892,23.4722,15.562,135.8219,135.5568,0.1326,26.7784,24.6031,35.2096,1,0.0,35720.7012,35411.8767,34382.4617,103147.385
467,Q5,Stake-skewed validator set,67,693,0.00913783,9.1378,315,315,312,307,921,4605,0,2,942,14,0,99.0476,97.4603,2.9238,17.9824,23.5492,17.1429,113.139,113.1076,0.0157,32.2866,28.0205,40.7166,1,0.0,34472.0679,34143.7625,33596.5869,100789.7606
468,Q5,Stake-skewed validator set,68,694,0.01141794,11.4179,303,303,295,294,882,4410,0,2,901,14,0,97.3597,97.0297,2.9109,18.0119,23.4746,17.1617,115.8506,115.6209,0.1148,30.1587,22.4928,34.4898,1,0.0,26537.1909,25836.539,25748.9575,77246.8724
469,Q5,Stake-skewed validator set,69,695,0.00893655,8.9365,288,288,283,280,840,4200,0,2,859,14,0,98.2639,97.2222,2.8,17.9024,23.3772,13.8889,114.692,114.3546,0.1687,28.1667,22.0909,31.9286,2,0.0,32227.2054,31667.7053,31332.0052,93996.0157
470,Q5,Stake-skewed validator set,70,696,0.01007454,10.0745,355,355,352,344,1032,5160,0,2,1062,14,0,99.1549,96.9014,2.907,17.9918,23.5794,16.9014,123.6269,123.6173,0.0048,25.7674,24.2441,33.314,2,0.0,35237.3409,34939.5605,34145.4796,102436.4388
471,Q5,Stake-skewed validator set,71,697,0.01053118,10.5312,347,347,343,339,1017,5085,0,2,1037,14,0,98.8473,97.6945,2.9308,17.894,23.406,14.9856,121.0798,121.3824,0.1513,27.5615,22.0324,31.1504,2,0.0,32949.7802,32569.9556,32190.1311,96570.3932
472,Q5,Stake-skewed validator set,72,698,0.00950789,9.5079,326,326,321,315,945,4725,0,2,973,14,0,98.4663,96.6258,2.8988,17.684,23.2127,15.0307,122.6034,122.174,0.2147,26.5905,24.5243,34.8571,1,0.0,34287.3021,33761.4233,33130.3686,99391.1059
473,Q5,Stake-skewed validator set,73,699,0.0091793,9.1793,296,296,292,287,861,4305,0,2,884,14,0,98.6486,96.9595,2.87,18.1962,23.6602,16.2162,104.7226,104.717,0.0028,27.3984,22.0216,30.9408,2,0.0,32246.4641,31810.7011,31265.9973,93797.9918
474,Q5,Stake-skewed validator set,74,700,0.00865287,8.6529,280,280,273,264,792,3960,0,2,833,14,0,97.5,94.2857,2.64,17.8908,23.2905,16.4286,116.9449,117.3361,0.1956,24.4848,24.0184,30.9091,2,0.0,32359.2169,31550.2365,30510.1188,91530.3564
475,Q5,Stake-skewed validator set,75,701,0.01001875,10.0188,355,355,347,340,1020,5100,0,2,1057,14,0,97.7465,95.7746,2.8732,18.0968,23.6528,18.3099,130.6429,130.9685,0.1628,28.3137,22.1096,32.1176,2,0.0,35433.5479,34635.0454,33936.3558,101809.0673
476,Q5,Stake-skewed validator set,76,702,0.00990483,9.9048,314,314,309,304,912,4560,0,2,937,14,0,98.4076,96.8153,2.9045,18.0756,23.5472,16.879,117.4466,117.2388,0.1039,32.0526,28.0007,39.8684,1,0.0,31701.7115,31196.9072,30692.1029,92076.3086
477,Q5,Stake-skewed validator set,77,703,0.01044056,10.4406,351,351,345,338,1014,5070,0,2,1047,14,0,98.2906,96.2963,2.8889,17.877,23.339,15.9544,133.7503,133.6832,0.0335,32.8047,28.1619,42.0118,1,0.0,33618.896,33044.214,32373.7517,97121.2551
478,Q5,Stake-skewed validator set,78,704,0.00941358,9.4136,348,348,344,337,1011,5055,0,2,1040,14,0,98.8506,96.8391,2.9052,18.0149,23.6046,16.6667,132.347,132.4702,0.0616,26.0415,24.3256,33.8279,1,0.0,36967.8855,36542.9673,35799.3604,107398.0812
479,Q5,Stake-skewed validator set,79,705,0.01155995,11.5599,371,371,365,358,1074,5370,0,2,1107,14,0,98.3827,96.496,2.8949,17.8845,23.4209,15.3639,140.7444,141.6819,0.4688,32.2235,28.0125,39.4413,1,0.0,32093.57,31574.5365,30968.9974,92906.9923
480,Q5,Stake-skewed validator set,80,706,0.01107755,11.0776,336,336,334,327,981,4905,0,2,1006,14,0,99.4048,97.3214,2.9196,17.8335,23.343,15.1786,129.8655,130.2366,0.1856,32.0245,28.0001,40.0612,1,0.0,30331.6166,30151.0713,29519.1626,88557.4879
481,Q5,Stake-skewed validator set,81,707,0.0103136,10.3136,364,364,357,352,1056,5280,0,2,1085,14,0,98.0769,96.7033,2.9011,18.0689,23.5309,18.6813,124.0336,123.569,0.2323,25.0,30.0041,40.3409,1,0.0,35293.1914,34614.4762,34129.6796,102389.0388
482,Q5,Stake-skewed validator set,82,708,0.00949571,9.4957,280,280,274,269,807,4035,0,2,834,14,0,97.8571,96.0714,2.69,17.7001,23.2583,13.2143,122.9998,122.6156,0.1921,27.9678,22.0684,31.6729,2,0.0,29486.9875,28855.1235,28328.5701,84985.7104
483,Q5,Stake-skewed validator set,83,709,0.01038785,10.3879,316,316,312,305,915,4575,0,2,944,14,0,98.7342,96.519,2.8956,17.8082,23.2716,14.557,120.5721,120.2945,0.1388,26.0459,24.327,33.8361,1,0.0,30420.1485,30035.0833,29361.2192,88083.6577
484,Q5,Stake-skewed validator set,84,710,0.01032007,10.3201,348,348,343,336,1008,5040,0,2,1039,14,0,98.5632,96.5517,2.8966,18.125,23.6401,18.6782,128.6605,128.5265,0.067,10.8036,26.0517,31.6071,2,0.0,33720.7113,33236.2183,32557.9282,97673.7845
485,Q5,Stake-skewed validator set,85,711,0.0088557,8.8557,287,287,281,277,831,4155,0,2,855,14,0,97.9094,96.5157,2.77,17.9607,23.4847,16.3763,114.1603,114.5102,0.175,32.722,28.1303,41.8051,1,0.0,32408.5162,31730.9863,31279.2996,93837.8989
486,Q5,Stake-skewed validator set,86,712,0.00829135,8.2914,288,288,281,272,816,4080,0,2,857,14,0,97.5694,94.4444,2.72,18.1539,23.7336,20.8333,106.1288,106.2326,0.0519,26.8382,22.0012,30.2206,2,0.0,34734.974,33890.7211,32805.2532,98415.7595
487,Q5,Stake-skewed validator set,87,713,0.00833024,8.3302,266,266,263,256,768,3840,0,2,795,14,0,98.8722,96.2406,2.56,17.8138,23.2889,12.406,110.8495,110.6107,0.1194,28.3073,22.1088,32.1094,2,0.0,31931.8646,31571.7308,30731.4186,92194.2557
488,Q5,Stake-skewed validator set,88,714,0.00997481,9.9748,370,370,364,357,1071,5355,0,2,1104,14,0,98.3784,96.4865,2.8946,18.1499,23.6948,17.8378,128.6957,128.7753,0.0398,32.2913,28.0212,39.2717,1,0.0,37093.4532,36491.9378,35790.1698,107370.5093
489,Q5,Stake-skewed validator set,89,715,0.01042629,10.4263,346,346,340,334,1002,5010,0,2,1032,14,0,98.2659,96.5318,2.896,17.8283,23.3674,13.0058,135.086,135.7784,0.3462,32.1916,28.0092,40.479,1,0.0,33185.3325,32609.8643,32034.3961,96103.1884
490,Q5,Stake-skewed validator set,90,716,0.0092058,9.2058,299,299,296,290,870,4350,0,2,894,14,0,98.9967,96.99,2.9,18.0432,23.4769,18.7291,103.6133,103.8042,0.0955,40.0,40.0,60.0,1,0.0,32479.5238,32153.6423,31501.8792,94505.6377
491,Q5,Stake-skewed validator set,91,717,0.00904891,9.0489,316,316,315,307,921,4605,0,2,947,14,0,99.6835,97.1519,2.9146,18.1435,23.7757,18.6709,119.791,119.8894,0.0492,40.8958,42.0642,60.0,1,0.0,34921.3253,34810.8148,33926.7306,101780.1919
492,Q5,Stake-skewed validator set,92,718,0.01061487,10.6149,358,358,355,347,1041,5205,0,2,1071,14,0,99.162,96.9274,2.9078,17.9897,23.5093,16.4804,123.6346,123.8932,0.1293,24.6916,24.0374,31.2968,2,0.0,33726.2822,33443.6597,32689.9998,98069.9994
493,Q5,Stake-skewed validator set,93,719,0.00991495,9.9149,265,265,259,255,765,3825,0,2,789,14,0,97.7358,96.2264,2.55,18.0539,23.5561,18.4906,96.4751,95.935,0.27,25.1922,24.111,32.2353,2,0.0,26727.3293,26122.1822,25718.7508,77156.2525
494,Q5,Stake-skewed validator set,94,720,0.01125226,11.2523,375,375,370,364,1092,5460,0,2,1120,14,0,98.6667,97.0667,2.912,18.0809,23.5979,17.0667,134.1996,134.2624,0.0314,26.1978,24.3774,34.1209,1,0.0,33326.6295,32882.2744,32349.0484,97047.1451
495,Q5,Stake-skewed validator set,95,721,0.00983594,9.8359,359,359,352,345,1035,5175,0,2,1070,14,0,98.0501,96.1003,2.883,17.9073,23.3972,15.0418,136.7246,137.0204,0.1479,24.6957,24.0378,31.3043,2,0.0,36498.803,35787.1272,35075.4514,105226.3541
